JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Job ID,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10
Jr. Backend Developer,https://www.instahyre.com/job-323168-jr-backend-developer-at-tessell-2-bangalore/,Bangalore,Tessell,The DBaaS platform for cloud-born enterprises,2021.0,10,Tessell is a software development and DBaaS platform that leverages technology to deploy and modernize cloud databases to take care of data infrastructure and data management needs of industries. ,323168,Golang,Google Cloud,Azure,AWS,Java,,,,,
Senior Software Engineer - Golang,https://www.instahyre.com/job-147598-senior-software-engineer-golang-at-makemytrip-bangalore/,Bangalore,MakeMyTrip,Dil to roaming hai,2000.0,1000,"Founded in 2000, MakeMyTrip pioneered the online travel industry in India. Launched its U.S. IPO in 2010 as only the fourth Indian company to do so since 1999. Currently it is building lots of new products and has also acquired several startups recently to fuel growth.",147598,Golang,,,,,,,,,
Java Developer,https://www.instahyre.com/job-329761-java-developer-at-novelty-data-solutions-bangalore/,Bangalore,Novelty Data Solutions,An information technology company,2015.0,10,"Novelty Data is an IT consulting company that offers product engineering, managed IT, validation, verification, and application modernization services to clients across the US, EMEA, and India regions. ",329761,Java,Hibernate,Spring,,,,,,,
Lead AI Engineer,https://www.instahyre.com/job-329777-lead-ai-engineer-at-attentive-noida/,Noida,Attentive.ai,Here to serve the outdoor service professionals,2017.0,50,"Attentive is an AI-based SaaS company founded by IIT alumni that develops platforms to automate property measurements, estimations, bidding, and similar activities for various outdoor service businesses. ",329777,Computer Vision,LLMs,Machine Learning,Python,AWS,,,,,
Senior Product Designer,https://www.instahyre.com/job-325941-senior-product-designer-at-salarybox-gurgaon/,Gurgaon,Salarybox,Enabling Financial Inclusion for the blue-collar workforce,2020.0,1,"Salarybox is a fintech lending startup founded by IIT Roorkee alumni offering a free HRMS payroll app for SMEs and provides credit, insurance and other financial services for blue collar workers. ",325941,UX Design,Wireframing,Figma,Visual Design,InDesign,,,,,
Software Development Engineer 3,https://www.instahyre.com/job-327570-software-development-engineer-3-at-navi-3-bangalore/,Bangalore,Navi,"Making financial services simple, affordable, and accessible",2019.0,50,"Navi Technologies is building a consumer-centric and technology-driven business to make financial services simple and accessible for everyone by offering a range of loans, insurance, and more. ",327570,Golang,Java,Python,,,,,,,
Principal UI Engineer,https://www.instahyre.com/job-288886-principal-ui-engineer-at-atlassian-work-from-home/,Work From Home,Atlassian,Software Development & Collaboration tools,2002.0,1000,"Atlassian is an enterprise software firm that develops products for software developers, project managers, & content management; known for its issue tracking application, Jira, & team collaboration product, Confluence.",288886,HTML,JavaScript,Angular,React.js,,,,,,
Senior Data Scientist,https://www.instahyre.com/job-304881-senior-data-scientist-at-aidash-bangalore-gurgaon/,"Bangalore,Gurgaon",AiDash,"Let’s create a  greener, cleaner, safer planet from space",2019.0,200,"AiDash Saas platform enables asset management and operations in industries with geographically distributed assets with an AI-first approach using multispectral imagery, and SAR data from satellite constellations. ",304881,Computer Vision,Machine Learning,NLP,Python,PyTorch,Scikit-learn,TensorFlow,,,
Fullstack Developer,https://www.instahyre.com/job-327159-fullstack-developer-at-purecipher-bangalore/,Bangalore,PureCipher,Trusted AI immune system platform,2022.0,10,"PureCipher is a DNN-based AI immune system platform providing homomorphic encryption solutions for secure data analysis, mitigating the risk of cyber-attacks and contributing to the advancement of humanity. ",327159,Node.js,React.js,HTML,MongoDB,SQL,,,,,
DevOps Engineer,https://www.instahyre.com/job-324073-devops-engineer-at-klimb-bangalore/,Bangalore,Klimb.io,For Proactive Organisations Who Want Better Control Of Recruiting Outcomes,2015.0,10,"Klimb provides a cloud-based recruitment process management suite. Offers a product that aims to bring speed and intelligence to recruitment, and a learning platform which helps recruiters with tech hiring.",324073,Kubernetes,AWS,Terraform,Prometheus,Grafana,,,,,
Firmware Engineer,https://www.instahyre.com/job-328970-firmware-engineer-at-ultrahuman-bangalore/,Bangalore,Ultrahuman,Unleash your true potential,2020.0,10,Ultrahuman is a health and fitness app that helps users to achieve their respective health goals. It helps people to transform themselves with the help of content and programs that work on aspects of mind and body. ,328970,C,Embedded Systems,Firmware Development,ARM Processor,Bluetooth Low Energy (BLE),,,,,
Principal Engineer,https://www.instahyre.com/job-321170-principal-engineer-at-aidash-bangalore/,Bangalore,AiDash,"Let’s create a  greener, cleaner, safer planet from space",2019.0,200,"AiDash Saas platform enables asset management and operations in industries with geographically distributed assets with an AI-first approach using multispectral imagery, and SAR data from satellite constellations. ",321170,Java,Hibernate,J2EE,Spring,,,,,,
SSE,https://www.instahyre.com/job-183601-sse-at-twitter-3-work-from-home/,Work From Home,Twitter,We serve the public conversation,2006.0,1000,Twitter is a free social networking microblogging service that allows registered members to broadcast short posts called tweets. The members can use multiple platforms and devices to broadcast tweets. ,183601,Java,Algorithms,Airflow,Big Data,Spark,,,,,
Backend Engineer,https://www.instahyre.com/job-328321-backend-engineer-at-lightup-data-bangalore/,Bangalore,Lightup Data,A no-code enterprise data quality platform,2019.0,10,"Lightup is a no-code data quality platform involved in quality checks, monitoring, and AI-driven anomaly detection alerts to enable enterprises to achieve 100% data quality coverage 10x faster than legacy tools. ",328321,Java,Python,Algorithms,Data Structures,Node.js,,,,,
Lead Python Developer,https://www.instahyre.com/job-328672-lead-python-developer-at-makemytrip-gurgaon/,Gurgaon,MakeMyTrip,Dil to roaming hai,2000.0,1000,"Founded in 2000, MakeMyTrip pioneered the online travel industry in India. Launched its U.S. IPO in 2010 as only the fourth Indian company to do so since 1999. Currently it is building lots of new products and has also acquired several startups recently to fuel growth.",328672,Python,Django,,,,,,,,
Data Engineer,https://www.instahyre.com/job-327524-data-engineer-at-techmatters-technologies-3-bangalore/,Bangalore,Techmatters Technologies,Scaling Your Social Impact Using Cutting Edge Technology Solutions,2014.0,10,"Techmatters Technologies is an IT company that offers solutions to NGOs & Non-profit organizations. It has expertise in Customized Software, Web Application, Impact Assessment, Research Data, etc. ",327524,Python,AWS,SQL,,,,,,,
Technical Lead - Backend,https://www.instahyre.com/job-313005-technical-lead-backend-at-thena-bangalore/,Bangalore,Thena,We help to manage customers in slack,2022.0,1,"Thena is a customer engagement platform for Slack that organizes customer channels with request identification, connects to internal tools, allows customer escalations, notifies teams, and analyzes their behavior. ",313005,Node.js,,,,,,,,,
Salesforce Developer,https://www.instahyre.com/job-329771-salesforce-developer-at-ntt-data-hyderabad/,Hyderabad,NTT Data,Global IT Innovator,1988.0,1000,"NTT DATA is a top 10 global IT services provider, headquartered in Tokyo and operating in more than 50 countries, providing services of Business Consultancy & Outsourcing, to govts, & finance and telecom sectors.",329771,Salesforce CPQ,Salesforce,Apex,,,,,,,
Chatbots Developer,https://www.instahyre.com/job-324207-chatbots-developer-at-progressive-infotech-delhi-gurgaon-noida/,"Delhi,Gurgaon,Noida",Progressive Infotech,Thinking Cloud ? Think Progressive,1998.0,1000,"Progressive Infotech provides comprehensive suite of transformation and support services. The offerings span across Cloud, Digital and DevOps, delivered through a matured and scalable service delivery model.",324207,JavaScript,Python,Django,Flask,,,,,,
Software Engineer 2 - Android,https://www.instahyre.com/job-328392-software-engineer-2-android-at-wayfair-bangalore/,Bangalore,Wayfair,Creating a feeling of home,2002.0,1000,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more. ",328392,Android,,,,,,,,,
Data Engineer,https://www.instahyre.com/job-60811-data-engineer-at-91social-bangalore/,Bangalore,91social,"Accelerate your business, the digital way",2017.0,10,"91Social is a software development company that helps start-ups build software products. It helps customers with building apps, and also provides products for automation and analytics.",60811,Python,Spark,Hadoop,PySpark,NumPy,,,,,
Software Development Engineer in Test,https://www.instahyre.com/job-325873-software-development-engineer-in-test-at-mindtickle-pune/,Pune,MindTickle,Readiness Platform for Customer Facing Staff,2012.0,200,"Founded by alumni from IITs, ISB and Stanford, MindTickle has raised $14 million and has Fortune 500 customers globally such as eBay, SAP, HCL, MakeMyTrip, etc. ",325873,Automation Testing,SDET,,,,,,,,
Sr. Angular Developer,https://www.instahyre.com/job-329752-sr-angular-developer-at-aurum-analytica-noida/,Noida,Aurum Analytica,Holistic solutions for all real estate stakeholders,2018.0,50,Aurum Analytica is a B2C real estate-focused data analytics company that leverages holistic AI-driven prop-tech solutions for global real estate stakeholders to enable effective sales and marketing strategies. ,329752,Angular,,,,,,,,,
Sr. Full Stack Developer,https://www.instahyre.com/job-327735-sr-full-stack-developer-at-koch-industries-bangalore/,Bangalore,Koch Industries,Creating Value | Transforming Life,1925.0,1000,"Koch Industries is a diverse group of companies engaged in trading, investment and operations. Its services span across core industries such as trading, petroleum, chemicals, fibres, polymers, minerals, etc.",327735,Java,Spring Boot,Data Structures,Spring Security,React.js,,,,,
Payroll Coordinator,https://www.instahyre.com/job-310384-payroll-coordinator-at-inspire-brands-hyderabad/,Hyderabad,Inspire Brands,A multi-brand restaurant company,2018.0,1000,"Inspire Brands is a multi-brand restaurant company that is curating and growing a portfolio of high-value brands like Arby's, Baskin-Robbins, Buffalo Wild Wings, Dunkin', Jimmy John's, Rusty Taco, and Sonic. ",310384,US Payroll,Workday,Microsoft Excel,,,,,,,
